HOUR;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
1386;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.61;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1387;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.63;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1388;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1389;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1390;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1391;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1392;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.62;0.27712103;0.55264336;0.25716491;0.58;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1393;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.55;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1394;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.53;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1395;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1396;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1397;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1398;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.53;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1399;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.56;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1400;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1401;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.69;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1402;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.7;0.27712103;0.55264336;0.25716491;0.68;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1403;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.7;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1404;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.69;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1405;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.68;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1406;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.66;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1407;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1408;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.63;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1409;0.44524088;0.30547476;0.26572324;0.39;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1410;0.44524088;0.30547476;0.26572324;0.39;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1411;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1412;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1413;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1414;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1415;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.62;0.27712103;0.55264336;0.25716491;0.59;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1416;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.56;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1417;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.55;0.3118693;0.74245345;0.30777987;0.47;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1418;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.53;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1419;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.52;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1420;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.52;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1421;0.40188952;0.29650319;0.31034465;0.25;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.52;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1422;0.40188952;0.29650319;0.31034465;0.25;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.53;0.3118693;0.74245345;0.30777987;0.46;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1423;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.55;0.3118693;0.74245345;0.30777987;0.48;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1424;0.40188952;0.29650319;0.31034465;0.27;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.6;0.3118693;0.74245345;0.30777987;0.54;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1425;0.40188952;0.29650319;0.31034465;0.28;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.64;0.3118693;0.74245345;0.30777987;0.57;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1426;0.40188952;0.29650319;0.31034465;0.3;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.66;0.3118693;0.74245345;0.30777987;0.58;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1427;0.40188952;0.29650319;0.31034465;0.3;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.64;0.3118693;0.74245345;0.30777987;0.57;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1428;0.40188952;0.29650319;0.31034465;0.3;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.63;0.3118693;0.74245345;0.30777987;0.57;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1429;0.40188952;0.29650319;0.31034465;0.3;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.61;0.3118693;0.74245345;0.30777987;0.56;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1430;0.40188952;0.29650319;0.31034465;0.29;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.6;0.3118693;0.74245345;0.30777987;0.55;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1431;0.40188952;0.29650319;0.31034465;0.29;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.6;0.3118693;0.74245345;0.30777987;0.54;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1432;0.40188952;0.29650319;0.31034465;0.29;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.58;0.3118693;0.74245345;0.30777987;0.53;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1433;0.40188952;0.29650319;0.31034465;0.28;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.58;0.3118693;0.74245345;0.30777987;0.52;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1434;0.40188952;0.29650319;0.31034465;0.28;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.58;0.3118693;0.74245345;0.30777987;0.52;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1435;0.40188952;0.29650319;0.31034465;0.28;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.59;0.3118693;0.74245345;0.30777987;0.54;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1436;0.40188952;0.29650319;0.31034465;0.29;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.61;0.3118693;0.74245345;0.30777987;0.57;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1437;0.40188952;0.29650319;0.31034465;0.28;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.61;0.3118693;0.74245345;0.30777987;0.55;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1438;0.40188952;0.29650319;0.31034465;0.27;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.6;0.3118693;0.74245345;0.30777987;0.53;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1439;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.58;0.3118693;0.74245345;0.30777987;0.51;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1440;0.40188952;0.29650319;0.31034465;0.27;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.56;0.3118693;0.74245345;0.30777987;0.49;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1441;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.55;0.3118693;0.74245345;0.30777987;0.47;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1442;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.53;0.3118693;0.74245345;0.30777987;0.46;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1443;0.40188952;0.29650319;0.31034465;0.26;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.51;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1444;0.40188952;0.29650319;0.31034465;0.25;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.51;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1445;0.40188952;0.29650319;0.31034465;0.24;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.5;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1446;0.40188952;0.29650319;0.31034465;0.24;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.5;0.3118693;0.74245345;0.30777987;0.45;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1447;0.40188952;0.29650319;0.31034465;0.24;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.5;0.3118693;0.74245345;0.30777987;0.46;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1448;0.40188952;0.29650319;0.31034465;0.24;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.51;0.3118693;0.74245345;0.30777987;0.47;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1449;0.40188952;0.29650319;0.31034465;0.23;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.53;0.3118693;0.74245345;0.30777987;0.48;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
1450;0.40188952;0.29650319;0.31034465;0.25;0.37539743;0.54169322;0.54169322;0.46483391;0.62458933;0.43492072;0.58019065;0.69927733;0.35626376;0.29894461;0.31505917;0.2688172;0.29650319;0.56;0.3118693;0.74245345;0.30777987;0.5;0.49901196;0.33576521;0.17289941;0.21202635;0.21202635;0.14578711;0.68981397;0.58019065
